Hash Code 2021

Simulation
----------
Duration     : 676
Intersections: 500
Streets      : 998
Cars         : 1000
Max score    : 921203
Bonus points : 500

Schedule
--------
Intersections   : 500
Street lights   : 956
Arrived cars    : 839
Earliest arrival: 3
Latest arrival  : 676
Crossed streets : 952
Total wait time : 85211
Schedule score  : 718069
Incremental Improver: 100 rounds
Greedy improver: 10 min wait time, 500 max streets per round
Street 273, intersection 499: 206 total wait time, 221 streets in the intersection
Street 973, intersection 499: 203 total wait time, 221 streets in the intersection
Street 657, intersection 499: 201 total wait time, 221 streets in the intersection
Street 989, intersection 499: 195 total wait time, 221 streets in the intersection
Street 865, intersection 499: 194 total wait time, 221 streets in the intersection
Street 293, intersection 499: 180 total wait time, 221 streets in the intersection
Street 257, intersection 499: 167 total wait time, 221 streets in the intersection
Street 429, intersection 499: 165 total wait time, 221 streets in the intersection
Street 661, intersection 499: 164 total wait time, 221 streets in the intersection
Street 773, intersection 499: 161 total wait time, 221 streets in the intersection
Street 761, intersection 499: 141 total wait time, 221 streets in the intersection
Street 265, intersection 499: 141 total wait time, 221 streets in the intersection
Street 517, intersection 499: 139 total wait time, 221 streets in the intersection
Street 597, intersection 499: 138 total wait time, 221 streets in the intersection
Street 609, intersection 499: 137 total wait time, 221 streets in the intersection
Street 161, intersection 499: 135 total wait time, 221 streets in the intersection
Street 525, intersection 499: 129 total wait time, 221 streets in the intersection
Street 889, intersection 499: 129 total wait time, 221 streets in the intersection
Street 321, intersection 499: 123 total wait time, 221 streets in the intersection
Street 765, intersection 499: 122 total wait time, 221 streets in the intersection
Street 901, intersection 499: 121 total wait time, 221 streets in the intersection
Street 381, intersection 499: 120 total wait time, 221 streets in the intersection
Street 645, intersection 499: 110 total wait time, 221 streets in the intersection
Street 789, intersection 499: 110 total wait time, 221 streets in the intersection
Street 801, intersection 499: 106 total wait time, 221 streets in the intersection
Street 705, intersection 499: 94 total wait time, 221 streets in the intersection
Street 185, intersection 499: 90 total wait time, 221 streets in the intersection
Street 465, intersection 499: 85 total wait time, 221 streets in the intersection
Street 857, intersection 499: 84 total wait time, 221 streets in the intersection
Street 861, intersection 499: 83 total wait time, 221 streets in the intersection
Street 513, intersection 499: 77 total wait time, 221 streets in the intersection
Street 873, intersection 499: 74 total wait time, 221 streets in the intersection
Street 425, intersection 499: 66 total wait time, 221 streets in the intersection
Street 113, intersection 499: 65 total wait time, 221 streets in the intersection
Street 357, intersection 499: 61 total wait time, 221 streets in the intersection
Street 965, intersection 499: 46 total wait time, 221 streets in the intersection
Street 925, intersection 499: 46 total wait time, 221 streets in the intersection
Street 245, intersection 499: 36 total wait time, 221 streets in the intersection
Street 853, intersection 499: 32 total wait time, 221 streets in the intersection
Street 945, intersection 499: 27 total wait time, 221 streets in the intersection
Street 69, intersection 499: 27 total wait time, 221 streets in the intersection
Street 305, intersection 499: 25 total wait time, 221 streets in the intersection
Street 29, intersection 499: 18 total wait time, 221 streets in the intersection
Street 560, intersection 281: 17 total wait time, 2 streets in the intersection
Street 117, intersection 499: 17 total wait time, 221 streets in the intersection
Street 797, intersection 499: 15 total wait time, 221 streets in the intersection
Street 325, intersection 499: 12 total wait time, 221 streets in the intersection
Street 732, intersection 367: 11 total wait time, 2 streets in the intersection
  => New best score by adding 1 to street 732: 721825
Street 824, intersection 413: 11 total wait time, 2 streets in the intersection
Street 479, intersection 239: 10 total wait time, 2 streets in the intersection
Street 188, intersection 95: 10 total wait time, 2 streets in the intersection
  => New best score by adding 0 to street 188: 721828
Street 15, intersection 7: 10 total wait time, 2 streets in the intersection
Round 9, new score: 721828
Greedy improver: 10 min wait time, 500 max streets per round
Street 621, intersection 499: 677 total wait time, 221 streets in the intersection
Street 473, intersection 499: 677 total wait time, 221 streets in the intersection
Street 225, intersection 499: 677 total wait time, 221 streets in the intersection
Street 9, intersection 499: 677 total wait time, 221 streets in the intersection
Street 781, intersection 499: 677 total wait time, 221 streets in the intersection
Street 269, intersection 499: 677 total wait time, 221 streets in the intersection
Street 205, intersection 499: 677 total wait time, 221 streets in the intersection
Street 905, intersection 499: 677 total wait time, 221 streets in the intersection
Street 285, intersection 499: 677 total wait time, 221 streets in the intersection
Street 681, intersection 499: 677 total wait time, 221 streets in the intersection
Street 545, intersection 499: 677 total wait time, 221 streets in the intersection
Street 665, intersection 499: 677 total wait time, 221 streets in the intersection
Street 289, intersection 499: 677 total wait time, 221 streets in the intersection
Street 233, intersection 499: 677 total wait time, 221 streets in the intersection
Street 25, intersection 499: 677 total wait time, 221 streets in the intersection
Street 333, intersection 499: 677 total wait time, 221 streets in the intersection
Street 553, intersection 499: 677 total wait time, 221 streets in the intersection
Street 641, intersection 499: 677 total wait time, 221 streets in the intersection
Street 605, intersection 499: 677 total wait time, 221 streets in the intersection
Street 85, intersection 499: 677 total wait time, 221 streets in the intersection
Street 481, intersection 499: 677 total wait time, 221 streets in the intersection
Street 713, intersection 499: 677 total wait time, 221 streets in the intersection
Street 145, intersection 499: 677 total wait time, 221 streets in the intersection
Street 833, intersection 499: 677 total wait time, 221 streets in the intersection
Street 969, intersection 499: 677 total wait time, 221 streets in the intersection
Street 477, intersection 499: 677 total wait time, 221 streets in the intersection
Street 41, intersection 499: 677 total wait time, 221 streets in the intersection
Street 493, intersection 499: 677 total wait time, 221 streets in the intersection
Street 341, intersection 499: 677 total wait time, 221 streets in the intersection
Street 589, intersection 499: 677 total wait time, 221 streets in the intersection
Street 501, intersection 499: 677 total wait time, 221 streets in the intersection
Street 669, intersection 499: 677 total wait time, 221 streets in the intersection
Street 89, intersection 499: 677 total wait time, 221 streets in the intersection
Street 17, intersection 499: 677 total wait time, 221 streets in the intersection
Street 985, intersection 499: 677 total wait time, 221 streets in the intersection
Street 73, intersection 499: 677 total wait time, 221 streets in the intersection
Street 141, intersection 499: 677 total wait time, 221 streets in the intersection
Street 105, intersection 499: 677 total wait time, 221 streets in the intersection
Street 377, intersection 499: 677 total wait time, 221 streets in the intersection
Street 877, intersection 499: 677 total wait time, 221 streets in the intersection
Street 497, intersection 499: 677 total wait time, 221 streets in the intersection
Street 581, intersection 499: 677 total wait time, 221 streets in the intersection
Street 109, intersection 499: 671 total wait time, 221 streets in the intersection
Street 929, intersection 499: 670 total wait time, 221 streets in the intersection
Street 537, intersection 499: 669 total wait time, 221 streets in the intersection
Street 301, intersection 499: 665 total wait time, 221 streets in the intersection
Street 569, intersection 499: 659 total wait time, 221 streets in the intersection
Street 817, intersection 499: 655 total wait time, 221 streets in the intersection
Street 281, intersection 499: 650 total wait time, 221 streets in the intersection
Street 221, intersection 499: 648 total wait time, 221 streets in the intersection
Street 909, intersection 499: 636 total wait time, 221 streets in the intersection
Street 137, intersection 499: 634 total wait time, 221 streets in the intersection
Street 793, intersection 499: 634 total wait time, 221 streets in the intersection
Street 337, intersection 499: 633 total wait time, 221 streets in the intersection
Street 209, intersection 499: 632 total wait time, 221 streets in the intersection
Street 769, intersection 499: 631 total wait time, 221 streets in the intersection
Street 981, intersection 499: 626 total wait time, 221 streets in the intersection
Street 649, intersection 499: 620 total wait time, 221 streets in the intersection
Street 253, intersection 499: 600 total wait time, 221 streets in the intersection
Street 961, intersection 499: 599 total wait time, 221 streets in the intersection
Street 745, intersection 499: 595 total wait time, 221 streets in the intersection
Street 349, intersection 499: 589 total wait time, 221 streets in the intersection
Street 21, intersection 499: 586 total wait time, 221 streets in the intersection
Street 157, intersection 499: 583 total wait time, 221 streets in the intersection
Street 369, intersection 499: 568 total wait time, 221 streets in the intersection
Street 777, intersection 499: 553 total wait time, 221 streets in the intersection
Street 189, intersection 499: 543 total wait time, 221 streets in the intersection
Street 893, intersection 499: 540 total wait time, 221 streets in the intersection
Street 57, intersection 499: 534 total wait time, 221 streets in the intersection
Street 585, intersection 499: 534 total wait time, 221 streets in the intersection
Street 813, intersection 499: 530 total wait time, 221 streets in the intersection
Street 489, intersection 499: 521 total wait time, 221 streets in the intersection
Street 613, intersection 499: 520 total wait time, 221 streets in the intersection
Street 617, intersection 499: 520 total wait time, 221 streets in the intersection
Street 181, intersection 499: 518 total wait time, 221 streets in the intersection
Street 317, intersection 499: 518 total wait time, 221 streets in the intersection
Street 93, intersection 499: 517 total wait time, 221 streets in the intersection
Street 365, intersection 499: 514 total wait time, 221 streets in the intersection
Street 829, intersection 499: 513 total wait time, 221 streets in the intersection
Street 593, intersection 499: 506 total wait time, 221 streets in the intersection
Street 689, intersection 499: 500 total wait time, 221 streets in the intersection
Street 469, intersection 499: 497 total wait time, 221 streets in the intersection
Street 937, intersection 499: 496 total wait time, 221 streets in the intersection
Street 749, intersection 499: 489 total wait time, 221 streets in the intersection
Street 149, intersection 499: 475 total wait time, 221 streets in the intersection
Street 445, intersection 499: 467 total wait time, 221 streets in the intersection
Street 401, intersection 499: 464 total wait time, 221 streets in the intersection
Street 345, intersection 499: 460 total wait time, 221 streets in the intersection
Street 785, intersection 499: 456 total wait time, 221 streets in the intersection
Street 49, intersection 499: 449 total wait time, 221 streets in the intersection
Street 809, intersection 499: 443 total wait time, 221 streets in the intersection
Street 565, intersection 499: 442 total wait time, 221 streets in the intersection
Street 45, intersection 499: 438 total wait time, 221 streets in the intersection
Street 729, intersection 499: 436 total wait time, 221 streets in the intersection
Street 549, intersection 499: 425 total wait time, 221 streets in the intersection
Street 353, intersection 499: 422 total wait time, 221 streets in the intersection
Street 385, intersection 499: 419 total wait time, 221 streets in the intersection
Street 753, intersection 499: 417 total wait time, 221 streets in the intersection
Street 677, intersection 499: 416 total wait time, 221 streets in the intersection
Street 881, intersection 499: 414 total wait time, 221 streets in the intersection
Street 977, intersection 499: 410 total wait time, 221 streets in the intersection
Street 405, intersection 499: 408 total wait time, 221 streets in the intersection
Street 277, intersection 499: 408 total wait time, 221 streets in the intersection
Street 65, intersection 499: 405 total wait time, 221 streets in the intersection
Street 541, intersection 499: 403 total wait time, 221 streets in the intersection
Street 577, intersection 499: 402 total wait time, 221 streets in the intersection
Street 389, intersection 499: 398 total wait time, 221 streets in the intersection
Street 697, intersection 499: 397 total wait time, 221 streets in the intersection
Street 529, intersection 499: 397 total wait time, 221 streets in the intersection
Street 121, intersection 499: 395 total wait time, 221 streets in the intersection
Street 841, intersection 499: 374 total wait time, 221 streets in the intersection
Street 297, intersection 499: 371 total wait time, 221 streets in the intersection
Street 261, intersection 499: 369 total wait time, 221 streets in the intersection
Street 825, intersection 499: 367 total wait time, 221 streets in the intersection
Street 601, intersection 499: 356 total wait time, 221 streets in the intersection
Street 153, intersection 499: 348 total wait time, 221 streets in the intersection
Street 633, intersection 499: 336 total wait time, 221 streets in the intersection
Street 673, intersection 499: 334 total wait time, 221 streets in the intersection
Street 869, intersection 499: 325 total wait time, 221 streets in the intersection
Street 329, intersection 499: 323 total wait time, 221 streets in the intersection
Street 941, intersection 499: 320 total wait time, 221 streets in the intersection
Street 101, intersection 499: 313 total wait time, 221 streets in the intersection
Street 561, intersection 499: 313 total wait time, 221 streets in the intersection
Street 361, intersection 499: 312 total wait time, 221 streets in the intersection
Street 409, intersection 499: 308 total wait time, 221 streets in the intersection
Street 393, intersection 499: 306 total wait time, 221 streets in the intersection
Street 197, intersection 499: 303 total wait time, 221 streets in the intersection
Street 453, intersection 499: 294 total wait time, 221 streets in the intersection
Street 373, intersection 499: 290 total wait time, 221 streets in the intersection
Street 805, intersection 499: 287 total wait time, 221 streets in the intersection
Street 37, intersection 499: 287 total wait time, 221 streets in the intersection
Street 129, intersection 499: 286 total wait time, 221 streets in the intersection
Street 133, intersection 499: 284 total wait time, 221 streets in the intersection
Street 213, intersection 499: 283 total wait time, 221 streets in the intersection
Street 173, intersection 499: 280 total wait time, 221 streets in the intersection
Street 953, intersection 499: 276 total wait time, 221 streets in the intersection
Street 917, intersection 499: 275 total wait time, 221 streets in the intersection
Street 897, intersection 499: 271 total wait time, 221 streets in the intersection
Street 757, intersection 499: 271 total wait time, 221 streets in the intersection
Street 949, intersection 499: 270 total wait time, 221 streets in the intersection
Street 217, intersection 499: 270 total wait time, 221 streets in the intersection
Street 457, intersection 499: 268 total wait time, 221 streets in the intersection
Street 849, intersection 499: 262 total wait time, 221 streets in the intersection
Street 433, intersection 499: 261 total wait time, 221 streets in the intersection
Street 933, intersection 499: 252 total wait time, 221 streets in the intersection
Street 653, intersection 499: 252 total wait time, 221 streets in the intersection
Street 165, intersection 499: 250 total wait time, 221 streets in the intersection
Street 125, intersection 499: 250 total wait time, 221 streets in the intersection
Street 993, intersection 499: 244 total wait time, 221 streets in the intersection
Street 845, intersection 499: 242 total wait time, 221 streets in the intersection
Street 533, intersection 499: 241 total wait time, 221 streets in the intersection
Street 741, intersection 499: 241 total wait time, 221 streets in the intersection
Street 313, intersection 499: 240 total wait time, 221 streets in the intersection
Street 1, intersection 499: 236 total wait time, 221 streets in the intersection
Street 461, intersection 499: 236 total wait time, 221 streets in the intersection
Street 685, intersection 499: 235 total wait time, 221 streets in the intersection
Street 77, intersection 499: 231 total wait time, 221 streets in the intersection
Street 821, intersection 499: 230 total wait time, 221 streets in the intersection
Street 957, intersection 499: 228 total wait time, 221 streets in the intersection
Street 997, intersection 499: 219 total wait time, 221 streets in the intersection
Street 717, intersection 499: 210 total wait time, 221 streets in the intersection
Street 309, intersection 499: 206 total wait time, 221 streets in the intersection
Street 273, intersection 499: 206 total wait time, 221 streets in the intersection
Street 973, intersection 499: 203 total wait time, 221 streets in the intersection
Street 657, intersection 499: 201 total wait time, 221 streets in the intersection
Street 989, intersection 499: 195 total wait time, 221 streets in the intersection
Street 865, intersection 499: 194 total wait time, 221 streets in the intersection
Street 293, intersection 499: 180 total wait time, 221 streets in the intersection
Street 257, intersection 499: 167 total wait time, 221 streets in the intersection
Street 429, intersection 499: 165 total wait time, 221 streets in the intersection
Street 661, intersection 499: 164 total wait time, 221 streets in the intersection
Street 773, intersection 499: 161 total wait time, 221 streets in the intersection
Street 265, intersection 499: 141 total wait time, 221 streets in the intersection
Street 761, intersection 499: 141 total wait time, 221 streets in the intersection
Street 517, intersection 499: 139 total wait time, 221 streets in the intersection
Street 597, intersection 499: 138 total wait time, 221 streets in the intersection
Street 609, intersection 499: 137 total wait time, 221 streets in the intersection
Street 161, intersection 499: 135 total wait time, 221 streets in the intersection
Street 525, intersection 499: 129 total wait time, 221 streets in the intersection
Street 889, intersection 499: 129 total wait time, 221 streets in the intersection
Street 321, intersection 499: 123 total wait time, 221 streets in the intersection
Street 765, intersection 499: 122 total wait time, 221 streets in the intersection
Street 901, intersection 499: 121 total wait time, 221 streets in the intersection
Street 381, intersection 499: 120 total wait time, 221 streets in the intersection
Street 645, intersection 499: 110 total wait time, 221 streets in the intersection
Street 789, intersection 499: 110 total wait time, 221 streets in the intersection
Street 801, intersection 499: 106 total wait time, 221 streets in the intersection
Street 705, intersection 499: 94 total wait time, 221 streets in the intersection
Street 185, intersection 499: 90 total wait time, 221 streets in the intersection
Street 465, intersection 499: 85 total wait time, 221 streets in the intersection
Street 857, intersection 499: 84 total wait time, 221 streets in the intersection
Street 861, intersection 499: 83 total wait time, 221 streets in the intersection
Street 513, intersection 499: 77 total wait time, 221 streets in the intersection
Street 873, intersection 499: 74 total wait time, 221 streets in the intersection
Street 425, intersection 499: 66 total wait time, 221 streets in the intersection
Street 113, intersection 499: 65 total wait time, 221 streets in the intersection
Street 357, intersection 499: 61 total wait time, 221 streets in the intersection
Street 965, intersection 499: 46 total wait time, 221 streets in the intersection
Street 925, intersection 499: 46 total wait time, 221 streets in the intersection
Street 245, intersection 499: 36 total wait time, 221 streets in the intersection
Street 853, intersection 499: 32 total wait time, 221 streets in the intersection
Street 945, intersection 499: 27 total wait time, 221 streets in the intersection
Street 69, intersection 499: 27 total wait time, 221 streets in the intersection
Street 305, intersection 499: 25 total wait time, 221 streets in the intersection
Street 29, intersection 499: 18 total wait time, 221 streets in the intersection
Street 560, intersection 281: 17 total wait time, 2 streets in the intersection
Street 117, intersection 499: 17 total wait time, 221 streets in the intersection
Street 797, intersection 499: 15 total wait time, 221 streets in the intersection
Street 325, intersection 499: 12 total wait time, 221 streets in the intersection
Street 824, intersection 413: 11 total wait time, 2 streets in the intersection
  => New best score by adding 2 to street 824: 721829
Street 732, intersection 367: 11 total wait time, 2 streets in the intersection
Street 15, intersection 7: 10 total wait time, 2 streets in the intersection
Street 479, intersection 239: 10 total wait time, 2 streets in the intersection
Round 10, new score: 721829
Greedy improver: 10 min wait time, 500 max streets per round
Street 833, intersection 499: 677 total wait time, 221 streets in the intersection
Street 985, intersection 499: 677 total wait time, 221 streets in the intersection
Street 105, intersection 499: 677 total wait time, 221 streets in the intersection
Street 493, intersection 499: 677 total wait time, 221 streets in the intersection
Street 477, intersection 499: 677 total wait time, 221 streets in the intersection
Street 269, intersection 499: 677 total wait time, 221 streets in the intersection
Street 141, intersection 499: 677 total wait time, 221 streets in the intersection
Street 233, intersection 499: 677 total wait time, 221 streets in the intersection
Street 73, intersection 499: 677 total wait time, 221 streets in the intersection
Street 41, intersection 499: 677 total wait time, 221 streets in the intersection
Street 501, intersection 499: 677 total wait time, 221 streets in the intersection
Street 669, intersection 499: 677 total wait time, 221 streets in the intersection
Street 145, intersection 499: 677 total wait time, 221 streets in the intersection
Street 225, intersection 499: 677 total wait time, 221 streets in the intersection
Street 89, intersection 499: 677 total wait time, 221 streets in the intersection
Street 905, intersection 499: 677 total wait time, 221 streets in the intersection
Street 665, intersection 499: 677 total wait time, 221 streets in the intersection
Street 289, intersection 499: 677 total wait time, 221 streets in the intersection
Street 589, intersection 499: 677 total wait time, 221 streets in the intersection
Street 473, intersection 499: 677 total wait time, 221 streets in the intersection
Street 969, intersection 499: 677 total wait time, 221 streets in the intersection
Street 205, intersection 499: 677 total wait time, 221 streets in the intersection
Street 781, intersection 499: 677 total wait time, 221 streets in the intersection
Street 641, intersection 499: 677 total wait time, 221 streets in the intersection
Street 581, intersection 499: 677 total wait time, 221 streets in the intersection
Street 681, intersection 499: 677 total wait time, 221 streets in the intersection
Street 481, intersection 499: 677 total wait time, 221 streets in the intersection
Street 377, intersection 499: 677 total wait time, 221 streets in the intersection
Street 545, intersection 499: 677 total wait time, 221 streets in the intersection
Street 605, intersection 499: 677 total wait time, 221 streets in the intersection
Street 713, intersection 499: 677 total wait time, 221 streets in the intersection
Street 877, intersection 499: 677 total wait time, 221 streets in the intersection
Street 621, intersection 499: 677 total wait time, 221 streets in the intersection
Street 285, intersection 499: 677 total wait time, 221 streets in the intersection
Street 85, intersection 499: 677 total wait time, 221 streets in the intersection
Street 25, intersection 499: 677 total wait time, 221 streets in the intersection
Street 333, intersection 499: 677 total wait time, 221 streets in the intersection
Street 9, intersection 499: 677 total wait time, 221 streets in the intersection
Street 553, intersection 499: 677 total wait time, 221 streets in the intersection
Street 341, intersection 499: 677 total wait time, 221 streets in the intersection
Street 17, intersection 499: 677 total wait time, 221 streets in the intersection
Street 497, intersection 499: 677 total wait time, 221 streets in the intersection
Street 109, intersection 499: 671 total wait time, 221 streets in the intersection
Street 929, intersection 499: 670 total wait time, 221 streets in the intersection
Street 537, intersection 499: 669 total wait time, 221 streets in the intersection
Street 301, intersection 499: 665 total wait time, 221 streets in the intersection
Street 569, intersection 499: 659 total wait time, 221 streets in the intersection
Street 817, intersection 499: 655 total wait time, 221 streets in the intersection
Street 281, intersection 499: 650 total wait time, 221 streets in the intersection
Street 221, intersection 499: 648 total wait time, 221 streets in the intersection
Street 909, intersection 499: 636 total wait time, 221 streets in the intersection
Street 137, intersection 499: 634 total wait time, 221 streets in the intersection
Street 793, intersection 499: 634 total wait time, 221 streets in the intersection
Street 337, intersection 499: 633 total wait time, 221 streets in the intersection
Street 209, intersection 499: 632 total wait time, 221 streets in the intersection
Street 769, intersection 499: 631 total wait time, 221 streets in the intersection
Street 981, intersection 499: 626 total wait time, 221 streets in the intersection
Street 649, intersection 499: 620 total wait time, 221 streets in the intersection
Street 253, intersection 499: 600 total wait time, 221 streets in the intersection
Street 961, intersection 499: 599 total wait time, 221 streets in the intersection
Street 745, intersection 499: 595 total wait time, 221 streets in the intersection
Street 349, intersection 499: 589 total wait time, 221 streets in the intersection
Street 21, intersection 499: 586 total wait time, 221 streets in the intersection
Street 157, intersection 499: 583 total wait time, 221 streets in the intersection
Street 369, intersection 499: 568 total wait time, 221 streets in the intersection
Street 777, intersection 499: 553 total wait time, 221 streets in the intersection
Street 189, intersection 499: 543 total wait time, 221 streets in the intersection
Street 893, intersection 499: 540 total wait time, 221 streets in the intersection
Street 585, intersection 499: 534 total wait time, 221 streets in the intersection
Street 57, intersection 499: 534 total wait time, 221 streets in the intersection
Street 813, intersection 499: 530 total wait time, 221 streets in the intersection
Street 489, intersection 499: 521 total wait time, 221 streets in the intersection
Street 617, intersection 499: 520 total wait time, 221 streets in the intersection
Street 613, intersection 499: 520 total wait time, 221 streets in the intersection
Street 317, intersection 499: 518 total wait time, 221 streets in the intersection
Street 181, intersection 499: 518 total wait time, 221 streets in the intersection
Street 93, intersection 499: 517 total wait time, 221 streets in the intersection
Street 365, intersection 499: 514 total wait time, 221 streets in the intersection
Street 829, intersection 499: 513 total wait time, 221 streets in the intersection
Street 593, intersection 499: 506 total wait time, 221 streets in the intersection
Street 689, intersection 499: 500 total wait time, 221 streets in the intersection
Street 469, intersection 499: 497 total wait time, 221 streets in the intersection
Street 937, intersection 499: 496 total wait time, 221 streets in the intersection
Street 749, intersection 499: 489 total wait time, 221 streets in the intersection
Street 149, intersection 499: 475 total wait time, 221 streets in the intersection
Street 445, intersection 499: 467 total wait time, 221 streets in the intersection
Street 401, intersection 499: 464 total wait time, 221 streets in the intersection
Street 345, intersection 499: 460 total wait time, 221 streets in the intersection
Street 785, intersection 499: 456 total wait time, 221 streets in the intersection
Street 49, intersection 499: 449 total wait time, 221 streets in the intersection
Street 809, intersection 499: 443 total wait time, 221 streets in the intersection
Street 565, intersection 499: 442 total wait time, 221 streets in the intersection
Street 45, intersection 499: 438 total wait time, 221 streets in the intersection
Street 729, intersection 499: 436 total wait time, 221 streets in the intersection
Street 549, intersection 499: 425 total wait time, 221 streets in the intersection
Street 353, intersection 499: 422 total wait time, 221 streets in the intersection
Street 385, intersection 499: 419 total wait time, 221 streets in the intersection
Street 753, intersection 499: 417 total wait time, 221 streets in the intersection
Street 677, intersection 499: 416 total wait time, 221 streets in the intersection
Street 881, intersection 499: 414 total wait time, 221 streets in the intersection
Street 977, intersection 499: 410 total wait time, 221 streets in the intersection
Street 405, intersection 499: 408 total wait time, 221 streets in the intersection
Street 277, intersection 499: 408 total wait time, 221 streets in the intersection
Street 65, intersection 499: 405 total wait time, 221 streets in the intersection
Street 541, intersection 499: 403 total wait time, 221 streets in the intersection
Street 577, intersection 499: 402 total wait time, 221 streets in the intersection
Street 389, intersection 499: 398 total wait time, 221 streets in the intersection
Street 697, intersection 499: 397 total wait time, 221 streets in the intersection
Street 529, intersection 499: 397 total wait time, 221 streets in the intersection
Street 121, intersection 499: 395 total wait time, 221 streets in the intersection
Street 841, intersection 499: 374 total wait time, 221 streets in the intersection
Street 297, intersection 499: 371 total wait time, 221 streets in the intersection
Street 261, intersection 499: 369 total wait time, 221 streets in the intersection
Street 825, intersection 499: 367 total wait time, 221 streets in the intersection
Street 601, intersection 499: 356 total wait time, 221 streets in the intersection
Street 153, intersection 499: 348 total wait time, 221 streets in the intersection
Street 633, intersection 499: 336 total wait time, 221 streets in the intersection
Street 673, intersection 499: 334 total wait time, 221 streets in the intersection
Street 869, intersection 499: 325 total wait time, 221 streets in the intersection
Street 329, intersection 499: 323 total wait time, 221 streets in the intersection
Street 941, intersection 499: 320 total wait time, 221 streets in the intersection
Street 101, intersection 499: 313 total wait time, 221 streets in the intersection
Street 561, intersection 499: 313 total wait time, 221 streets in the intersection
Street 361, intersection 499: 312 total wait time, 221 streets in the intersection
Street 409, intersection 499: 308 total wait time, 221 streets in the intersection
Street 393, intersection 499: 306 total wait time, 221 streets in the intersection
Street 197, intersection 499: 303 total wait time, 221 streets in the intersection
Street 453, intersection 499: 294 total wait time, 221 streets in the intersection
Street 373, intersection 499: 290 total wait time, 221 streets in the intersection
Street 805, intersection 499: 287 total wait time, 221 streets in the intersection
Street 37, intersection 499: 287 total wait time, 221 streets in the intersection
Street 129, intersection 499: 286 total wait time, 221 streets in the intersection
Street 133, intersection 499: 284 total wait time, 221 streets in the intersection
Street 213, intersection 499: 283 total wait time, 221 streets in the intersection
Street 173, intersection 499: 280 total wait time, 221 streets in the intersection
Street 953, intersection 499: 276 total wait time, 221 streets in the intersection
Street 917, intersection 499: 275 total wait time, 221 streets in the intersection
Street 757, intersection 499: 271 total wait time, 221 streets in the intersection
Street 897, intersection 499: 271 total wait time, 221 streets in the intersection
Street 217, intersection 499: 270 total wait time, 221 streets in the intersection
Street 949, intersection 499: 270 total wait time, 221 streets in the intersection
Street 457, intersection 499: 268 total wait time, 221 streets in the intersection
Street 849, intersection 499: 262 total wait time, 221 streets in the intersection
Street 433, intersection 499: 261 total wait time, 221 streets in the intersection
Street 653, intersection 499: 252 total wait time, 221 streets in the intersection
Street 933, intersection 499: 252 total wait time, 221 streets in the intersection
Street 165, intersection 499: 250 total wait time, 221 streets in the intersection
Street 125, intersection 499: 250 total wait time, 221 streets in the intersection
Street 993, intersection 499: 244 total wait time, 221 streets in the intersection
Street 845, intersection 499: 242 total wait time, 221 streets in the intersection
Street 741, intersection 499: 241 total wait time, 221 streets in the intersection
Street 533, intersection 499: 241 total wait time, 221 streets in the intersection
Street 313, intersection 499: 240 total wait time, 221 streets in the intersection
Street 1, intersection 499: 236 total wait time, 221 streets in the intersection
Street 461, intersection 499: 236 total wait time, 221 streets in the intersection
Street 685, intersection 499: 235 total wait time, 221 streets in the intersection
Street 77, intersection 499: 231 total wait time, 221 streets in the intersection
Street 821, intersection 499: 230 total wait time, 221 streets in the intersection
Street 957, intersection 499: 228 total wait time, 221 streets in the intersection
Street 997, intersection 499: 219 total wait time, 221 streets in the intersection
Street 717, intersection 499: 210 total wait time, 221 streets in the intersection
Street 309, intersection 499: 206 total wait time, 221 streets in the intersection
Street 273, intersection 499: 206 total wait time, 221 streets in the intersection
Street 973, intersection 499: 203 total wait time, 221 streets in the intersection
Street 657, intersection 499: 201 total wait time, 221 streets in the intersection
Street 989, intersection 499: 195 total wait time, 221 streets in the intersection
Street 865, intersection 499: 194 total wait time, 221 streets in the intersection
Street 293, intersection 499: 180 total wait time, 221 streets in the intersection
Street 257, intersection 499: 167 total wait time, 221 streets in the intersection
Street 429, intersection 499: 165 total wait time, 221 streets in the intersection
Street 661, intersection 499: 164 total wait time, 221 streets in the intersection
Street 773, intersection 499: 161 total wait time, 221 streets in the intersection
Street 761, intersection 499: 141 total wait time, 221 streets in the intersection
Street 265, intersection 499: 141 total wait time, 221 streets in the intersection
Street 517, intersection 499: 139 total wait time, 221 streets in the intersection
Street 597, intersection 499: 138 total wait time, 221 streets in the intersection
Street 609, intersection 499: 137 total wait time, 221 streets in the intersection
Street 161, intersection 499: 135 total wait time, 221 streets in the intersection
Street 889, intersection 499: 129 total wait time, 221 streets in the intersection
Street 525, intersection 499: 129 total wait time, 221 streets in the intersection
Street 321, intersection 499: 123 total wait time, 221 streets in the intersection
Street 765, intersection 499: 122 total wait time, 221 streets in the intersection
Street 901, intersection 499: 121 total wait time, 221 streets in the intersection
Street 381, intersection 499: 120 total wait time, 221 streets in the intersection
Street 789, intersection 499: 110 total wait time, 221 streets in the intersection
Street 645, intersection 499: 110 total wait time, 221 streets in the intersection
Street 801, intersection 499: 106 total wait time, 221 streets in the intersection
Street 705, intersection 499: 94 total wait time, 221 streets in the intersection
Street 185, intersection 499: 90 total wait time, 221 streets in the intersection
Street 465, intersection 499: 85 total wait time, 221 streets in the intersection
